Region,Country,Year,Sex,Primary enrollment (%),Secondary enrollment (%),Tertiary enrollment (%),No schooling (%),Primary schooling (%),Primary schooling complete (%),Secondary schooling (%),Secondary schooling complete (%),Tertiary schooling (%),Tertiary schooling complete (%),Total schooling (years),Total primary schooling (years),Total secondary schooling (years),Total tertiary schooling (years),Human capital,Human capital adjusted,Population (thousands),Life expectancy (years)
Sub-Saharan Africa,Mozambique,1970,MF,31.231712341,1.666666746,0.300000012,72.206253052,26.569948196,11.857302666,1.125227571,0.395890474,0.098571062,0.044073749,1.064033747,1.021871209,0.039309818,0.002852843,1.112270474,1.389268756,5056,41.343
Sub-Saharan Africa,Mozambique,1975,MF,49.785949707,1.000000119,0.100000001,74.476425171,24.220426559,11.367449760,1.237644434,0.438521683,0.065502636,0.036008447,0.998068154,0.954854310,0.041183669,0.002030204,1.104957461,1.380547166,5626,42.759
Sub-Saharan Africa,Mozambique,1980,MF,36,1.666666746,0.100000001,70.584594727,27.617797852,14.069441795,1.739183187,0.707228601,0.031000625,0.020427002,1.189269304,1.130690217,0.057550553,0.001028559,1.126287580,1.456991076,6416,43.515
Sub-Saharan Africa,Mozambique,1985,MF,49,2.333333492,0.100000001,70.455955505,27.445133209,15.107070923,1.954219460,0.877821147,0.144689798,0.078472972,1.245867372,1.168750525,0.072653517,0.004463264,1.132680297,1.527134776,6910,43.772
Sub-Saharan Africa,Mozambique,1990,MF,44,2.666666985,0.300000012,75.875396729,21.877645493,12.613688469,1.998286963,0.975759983,0.248676807,0.133043304,1.063938379,0.974631548,0.081672378,0.007634378,1.112259865,1.539803147,6759,45.261
Sub-Saharan Africa,Mozambique,1995,MF,43.799999237,5.110000134,0.400000006,78.460403442,19.120275497,11.649097443,2.035300016,1.064459324,0.274434060,0.175957218,0.981208622,0.884721041,0.087479800,0.009007806,1.103096128,1.556157708,8308,47.123
Sub-Saharan Africa,Mozambique,2000,MF,56.590324402,4.812293530,1,76.395347595,20.398973465,12.730925560,2.849476576,1.453962207,0.356206387,0.203694120,1.133349061,0.988531649,0.133619472,0.011198014,1.120006919,1.658160925,9422,48.946
Sub-Saharan Africa,Mozambique,2005,MF,90.512733459,10.778615952,1,73.533065796,21.876399994,14.195981979,4.166099072,2.000280142,0.424436480,0.241115078,1.340999246,1.131336331,0.196351841,0.013311020,1.143507123,1.778832078,10427,50.387
Sub-Saharan Africa,Mozambique,2010,MF,100,21.766420364,4,66.623306274,25.312292099,17.309705734,7.583994389,3.578175545,0.480407000,0.268740267,2.027944326,1.661730766,0.351230592,0.014982966,1.224820614,2.065769672,11582,52.31
Sub-Saharan Africa,Niger,1940,F,0.247266710,0,0,98.979522705,0.832894683,0.251657039,0.144381940,0.050132532,0.070250727,0.030000487,0.059616338,0.045414511,0.012196804,0.002005025,1.005979419,1.155826330,655.918518066,34.470482
Sub-Saharan Africa,Niger,1950,F,0.402223974,0.014046358,0,98.820022583,0.954934120,0.315888077,0.146728367,0.045894846,0.081716254,0.038246501,0.067196712,0.051831342,0.012966118,0.002399254,1.006742358,1.162789226,729,34.415
Sub-Saharan Africa,Niger,1955,F,1.219491124,0.022650290,0,98.733512878,1.029980779,0.345338434,0.150586337,0.047104787,0.087297924,0.041011732,0.071646281,0.055532634,0.013547451,0.002566194,1.007190347,1.167706251,817,34.629
Sub-Saharan Africa,Niger,1960,F,2.849999905,0.100000001,0,98.646644592,1.087943316,0.377065927,0.173544914,0.053639803,0.091864057,0.043804660,0.077569664,0.059874814,0.014981475,0.002713374,1.007787108,1.174703360,911,35.053
Sub-Saharan Africa,Niger,1965,F,6.650000095,0.200000003,0,98.538253784,1.154689074,0.430626601,0.211751267,0.066371016,0.095302604,0.045665413,0.085934423,0.065982699,0.017132364,0.002819360,1.008630514,1.183931112,1024,35.435
Sub-Saharan Africa,Niger,1970,F,8.550000191,1,0,97.939163208,1.566757202,0.671991646,0.396126568,0.114683047,0.097952276,0.046060707,0.125829667,0.096807197,0.026142215,0.002880257,1.012662411,1.211813688,1170,35.883
Sub-Saharan Africa,Niger,1975,F,12.350000381,1,0.029999999,97.050895691,2.393487930,1.167972088,0.476272434,0.155828714,0.117215574,0.053994711,0.177808136,0.142453089,0.031930849,0.003424203,1.017939806,1.244911194,1336,36.905
Sub-Saharan Africa,Niger,1980,F,18.049999237,2,0.100000001,95.633438110,3.482084751,1.863609076,0.741282821,0.248475790,0.143195242,0.068727084,0.264807194,0.213439509,0.047129255,0.004238445,1.026834488,1.299673319,1535,38.962
Sub-Saharan Africa,Niger,1985,F,19,2.125,0.200000003,93.484024048,5.361049652,3.132401466,0.972759187,0.376505643,0.182169244,0.092960589,0.392559230,0.324099243,0.062957384,0.005502602,1.040036678,1.369504094,1768,41.241
Sub-Saharan Africa,Niger,1990,F,18,3,0.200000003,90.989418030,7.444124699,4.630266666,1.352434397,0.558631122,0.214020446,0.114683770,0.548630893,0.456219018,0.085837744,0.006574094,1.056396008,1.447864532,2051,43.538
Sub-Saharan Africa,Niger,1995,F,18.920000076,4.050000191,0.400000006,88.931747437,8.936983109,5.714918137,1.855605364,0.808224082,0.275667518,0.149380594,0.693702042,0.567433417,0.117767662,0.008500956,1.071832895,1.539432406,2405,46.641
Sub-Saharan Africa,Niger,2000,F,23.834840775,3.942767620,0.699999988,87.287986755,10.145514488,6.658965588,2.199775696,1.029813528,0.366728157,0.201349780,0.814042628,0.658124626,0.144556403,0.011361574,1.084809303,1.620540500,2831,49.928
Sub-Saharan Africa,Niger,2005,F,39.675582886,8.192817688,1,85.337905884,10.829806328,7.336366177,3.327154398,1.498967886,0.505141139,0.277595490,1.003992677,0.774922967,0.213415086,0.015654719,1.105612278,1.754695058,3340,53.411
Sub-Saharan Africa,Niger,2010,F,55.474899292,11.506116867,1,81.570335388,12.864825249,10.270994186,4.881115913,2.359012365,0.683722079,0.379914105,1.363113165,1.027964950,0.313875586,0.021272724,1.146038651,1.959092975,3934,57.333
Sub-Saharan Africa,Niger,1940,M,1.136568546,0.010000000,0.010000000,87.590438843,11.860819817,3.812148571,0.377071679,0.122166403,0.151997134,0.079547212,0.535951734,0.501933157,0.029387658,0.004630910,1.055057406,1.299479485,539.945434570,34.470482
Sub-Saharan Africa,Niger,1950,M,2.314557076,0.070505239,0.010000000,85.985610962,13.497694969,4.862561703,0.375572383,0.113953374,0.143604219,0.068673082,0.614697576,0.581958234,0.028493790,0.004245539,1.063398361,1.303553462,674,34.415
Sub-Saharan Africa,Niger,1955,M,4.170862675,0.147386134,0.010000000,85.167549133,14.262083054,5.251390457,0.393093467,0.124596789,0.178440005,0.084736034,0.656912208,0.619696200,0.031952441,0.005263521,1.067896962,1.329975128,767,34.629
Sub-Saharan Africa,Niger,1960,M,5.742956638,0.973510563,0.010000000,84.476119995,14.763643265,5.607903957,0.551990807,0.166316614,0.208244309,0.101840444,0.704608440,0.656760514,0.041646231,0.006201711,1.073002577,1.364134789,850,35.053
Sub-Saharan Africa,Niger,1965,M,11.902186394,1.912264824,0.010000000,84.334358215,14.571886063,5.874802113,0.829725683,0.250008166,0.264022231,0.127425343,0.746025324,0.679025531,0.059170831,0.007828963,1.077455759,1.416501164,960,35.435
Sub-Saharan Africa,Niger,1970,M,15.070924759,1,0.010000000,83.750854492,15.166205406,6.608224869,0.773659408,0.258010477,0.309277475,0.152796373,0.787786722,0.718209147,0.060336109,0.009241468,1.081964850,1.441036463,1121,35.883
Sub-Saharan Africa,Niger,1975,M,21.411031723,3.020655632,0.179164633,82.926223755,15.102750778,7.109278679,1.480657458,0.500708461,0.402370036,0.191509306,0.893633664,0.779342532,0.102413461,0.011877581,1.093477964,1.540943742,1308,36.905
Sub-Saharan Africa,Niger,1980,M,23.806169510,6.406805992,0.533658326,81.368820190,15.433804512,7.833397865,2.659667253,0.958102703,0.537707627,0.253523052,1.078452468,0.889858603,0.172769308,0.015824636,1.113875389,1.689618468,1519,38.962
