Region,Country,Year,Sex,Primary enrollment (%),Secondary enrollment (%),Tertiary enrollment (%),No schooling (%),Primary schooling (%),Primary schooling complete (%),Secondary schooling (%),Secondary schooling complete (%),Tertiary schooling (%),Tertiary schooling complete (%),Total schooling (years),Total primary schooling (years),Total secondary schooling (years),Total tertiary schooling (years),Human capital,Human capital adjusted,Population (thousands),Life expectancy (years)
Advanced Economies,United States,1955,F,100,30.901086807,8.670585632,1.442164302,31.911836624,15.516087532,52.757801056,33.686759949,13.888198853,6.789488316,9.261779785,5.421597481,3.426628590,0.413553655,2.524840832,5.353765965,53292,69.263
Advanced Economies,United States,1960,F,95.918365479,78.439559937,23.799999237,1.062753558,27.091201782,13.718997955,56.799575806,38.108074188,15.013237953,7.132010460,9.724002838,5.533074379,3.748023748,0.442904919,2.644283772,5.481591225,56435,69.94
Advanced Economies,United States,1965,F,95.918365479,82.087913513,31.399999619,1.034681797,17.735050201,9.657816887,64.222068787,44.205093384,16.912378311,8.144104004,10.458539963,5.689852715,4.267557621,0.501129627,2.845827818,5.662992954,60661,70.188
Advanced Economies,United States,1970,F,95.918365479,82.087913513,41.099998474,0.896613061,10.717508316,6.122793198,68.631156921,49.277198792,19.754714966,9.876122475,11.123512268,5.808362007,4.722533703,0.592616856,3.041501284,5.763916969,65752,70.777
Advanced Economies,United States,1975,F,94,82.087913513,52.700000763,0.751881242,6.148750782,3.714317322,67.840957642,50.434478760,25.148284912,12.473181725,11.684836388,5.875246525,5.057159901,0.752429307,3.217110634,5.795800209,71233,72.333
Advanced Economies,United States,1980,F,94,83,58.099998474,0.582550704,3.005678654,1.870643616,67.312179565,53.906864166,29.118429184,15.048002243,12.199131966,5.932126522,5.383677006,0.883328497,3.386893749,5.677446365,76903,73.91
Advanced Economies,United States,1985,F,96,90,64.300003052,0.622455537,2.699897051,1.701000690,60.774604797,46.251354218,35.903045654,17.852834702,12.372764587,5.932685852,5.364961624,1.075117469,3.446214676,5.827504158,81344,74.662
Advanced Economies,United States,1990,F,98,79,83.699996948,0.560760856,2.536033392,1.627056360,54.910114288,42.361934662,41.993091583,19.940441132,12.615502357,5.939085007,5.437747002,1.238670826,3.530890942,5.808997631,84640,75.246
Advanced Economies,United States,1995,F,96.115386963,86.022224426,91.800003052,0.376240492,2.082769156,1.323652744,50.665573120,38.908576965,46.879077911,21.625883102,12.824939728,5.954872131,5.499969006,1.370099068,3.605620861,5.820102215,88710,76.062
Advanced Economies,United States,2000,F,100,88,78,0.298807740,2.088620424,1.362637639,45.474491119,39.348953247,52.144435883,23.909147263,13.155113220,5.960673332,5.673369408,1.521071315,3.726655960,5.478656292,94260,76.812
Advanced Economies,United States,2005,F,99,91,96,0.302544922,1.916434526,1.294351101,44.003051758,33.683582306,53.779949188,25.505422592,13.106407166,5.963303566,5.557395935,1.585707664,3.708549023,5.835988045,100058,77.685
Advanced Economies,United States,2010,F,99,88,100,0.253001422,2.376380682,1.835861683,38.984439850,32.197528839,58.387851715,28.690933228,13.349010468,5.968704700,5.638730049,1.741575599,3.799619913,5.667023182,105017,78.652
Advanced Economies,United States,1880,M,99.989997864,17.743478775,2.997387648,13.620500565,66.499435425,30.305942535,17.553943634,1.445362687,2.341080904,1.121122599,4.877551079,4.097862720,0.710444093,0.069244027,1.628655910,2.707355261,13164,39.41
Advanced Economies,United States,1890,M,99.989997864,13.206325531,2.754503489,7.879481316,66.601737976,30.628129959,22.517644882,2.842062712,3.031352758,1.572093248,5.484577179,4.449835777,0.942672431,0.092068933,1.730581880,3.057199240,19521,45.209999
Advanced Economies,United States,1905,M,99.989997864,15.194941521,3.219421387,4.837710857,55.576709747,25.760658264,34.193233490,6.407067299,5.373632431,2.739759445,6.516827106,4.814132690,1.540426850,0.162267804,1.918766856,3.767753601,27111.845703125,50.299999
Advanced Economies,United States,1910,M,99.989997864,16.223503113,3.646903515,4.934798241,56.447921753,26.403076172,32.880550385,6.847142220,5.664081573,3.001166821,6.503188610,4.798208237,1.531675696,0.173304707,1.916151762,3.807166576,30128,51.799999
Advanced Economies,United States,1915,M,99.989997864,19.031324387,3.471357584,4.918956757,53.932540894,25.468414307,34.831092834,7.758608341,6.269134998,3.419644833,6.695656776,4.848042488,1.653838992,0.193775445,1.953388691,3.947788000,33039.47265625,55.099998
Advanced Economies,United States,1920,M,99.989997864,23.971870422,4.647142410,5.158529758,51.871067047,25.018854141,36.056724548,8.713058472,6.875280380,3.715093136,6.850035667,4.882617950,1.755610347,0.211807385,1.983778954,4.070272923,34165,55.400002
Advanced Economies,United States,1925,M,99.989997864,32.172107697,6.508889675,4.857504368,47.457996368,23.438346863,39.598178864,10.483149529,8.052552223,4.240543365,7.217389107,4.985934258,1.985593081,0.245861918,2.058008909,4.307521820,38072.42578125,58.5
Advanced Economies,United States,1930,M,99.989997864,47.216091156,7.037002563,4.268345356,44.401790619,22.445230484,42.565345764,12.799872398,8.727843285,4.588168144,7.533949852,5.083002090,2.184627295,0.266320169,2.124199390,4.503770351,40266,59.599998
Advanced Economies,United States,1935,M,99.989997864,49.981670380,7.088601112,3.611293793,38.198772430,19.750730515,48.538021088,17.131088257,9.650834084,5.170002937,8.075356483,5.229816437,2.549123287,0.296416640,2.242375135,4.813019276,42949.27734375,60.889999
Advanced Economies,United States,1940,M,99.989997864,47.938838959,7.830546379,3.001265764,36.152618408,18.990697861,50.260299683,20.521333694,10.571558952,5.676898956,8.386922836,5.304211140,2.757742643,0.324969321,2.313339710,4.993977547,44794,63.23
Advanced Economies,United States,1945,M,99.989997864,44.183609009,8.844079971,2.491593361,35.659374237,17.931285858,49.814529419,25.727630615,11.960129738,6.145788670,8.660190582,5.314199924,2.983872890,0.362118483,2.377427578,5.146882057,46712.63671875,65.580002
Advanced Economies,United States,1950,M,99.989997864,28.007434845,14.317091942,1.731801391,41.057929993,19.371517181,42.582248688,25.270263672,14.636760712,8.172166824,8.615983963,5.246024132,2.913780689,0.456178665,2.366940975,5.155771255,51001,68.202
Advanced Economies,United States,1955,M,99.989997864,29.451627731,17.008275986,1.630358696,36.586044312,17.287860870,45.093849182,27.387619019,16.689744949,9.645634651,9.025769234,5.323232651,3.175828934,0.526707530,2.465949535,5.321760654,52235,69.263
Advanced Economies,United States,1960,M,99.989997864,76.381889343,40.316490173,1.278522372,31.251928329,14.846057892,49.030769348,31.332925797,18.491437912,11.241633415,9.549329758,5.434272289,3.520397186,0.594661355,2.598496437,5.497757435,55225,69.94
Advanced Economies,United States,1965,M,95.918365479,79.932647705,48.961082458,1.153558493,20.871324539,10.690248489,56.403305054,36.783550262,21.451366425,13.119830132,10.390090942,5.617366314,4.082388401,0.690337002,2.826414824,5.737345219,59390,70.188
Advanced Economies,United States,1970,M,95.918365479,79.923606873,57.745464325,1.091042280,13.639794350,7.491114140,60.485130310,41.399414063,24.784034729,14.671338081,11.082762718,5.750076771,4.543578625,0.789107680,3.029132605,5.862519264,64135,70.777
Advanced Economies,United States,1975,M,50.901645660,81.718055725,61.801387787,1.233570457,7.209468842,4.094590664,59.768577576,42.145053864,31.776638031,18.484382629,11.799151421,5.831359863,4.963794708,1.003997326,3.254097939,5.950190067,70473,72.333
Advanced Economies,United States,1980,M,94,79.050186157,53.918354034,0.629722893,3.689099789,2.207654476,60.838802338,46.579006195,34.951221466,21.074584961,12.364427567,5.924304008,5.319607258,1.120515943,3.443342924,5.864297867,76239,73.91
Advanced Economies,United States,1985,M,96,88.033309937,56.178623199,1.153189778,7.394421101,4.629584789,47.252655029,34.661312103,44.199729919,25.016798019,12.341596603,5.847863197,5.109403133,1.384330630,3.435490370,5.979696751,80685,74.662
Advanced Economies,United States,1990,M,98,77.043106079,66.936569214,1.389248133,8.972518921,6.176433086,38.797752380,29.410989761,50.884826660,27.805370331,12.508579254,5.835423470,5.099351883,1.573803782,3.493338585,5.964638710,84030,75.246
Advanced Economies,United States,1995,M,96.115386963,82.202316284,70.565536499,0.482792616,2.598149538,1.748314977,49.565471649,37.272293091,47.351219177,24.592092514,12.830468178,5.945395470,5.446206093,1.438866258,3.607614756,5.905420303,87998,76.062
Advanced Economies,United States,2000,M,99.989997864,86.050117493,58.417556763,0.363874763,2.569310427,1.808538437,47.168735504,40.242630005,49.886363983,24.446357727,13.056818962,5.954641342,5.615522861,1.486654401,3.690204620,5.559121132,93563,76.812
Advanced Economies,United States,2005,M,99.989997864,87.101585388,66.589927673,0.343025625,2.523035526,1.790375710,47.891254425,36.391101837,49.241752625,24.547206879,12.916137695,5.957383156,5.482975960,1.475779295,3.638653755,5.876816750,99498,77.685
Advanced Economies,United States,2010,M,99,86.045997620,86.260810852,0.291629255,2.835809469,2.265315771,43.989547729,36.652240753,52.881141663,26.310405731,13.141228676,5.965275288,5.592122078,1.583830953,3.721485376,5.658511162,104709,78.652
Advanced Economies,United States,1880,MF,100,16.237403870,1.572327018,14.612677574,65.918754578,33.111461639,18.241426468,2.949454784,1.244056344,0.526135623,4.885808945,4.140035152,0.710369766,0.035403803,1.630001426,2.701577663,25736,39.41
Advanced Economies,United States,1890,MF,100,14.853425026,1.459134817,8.448660851,65.415672302,32.858104706,24.249692917,4.423120022,1.918519258,0.908940494,5.550150871,4.518305779,0.975295484,0.056549374,1.741967320,3.067744017,37863,45.209999
Advanced Economies,United States,1905,MF,100,17.192892075,1.839171290,4.923439503,52.475990295,26.357734680,38.116916656,8.375143051,4.490372658,2.073942423,6.716918945,4.921448708,1.664184093,0.131286070,1.957546473,3.850272179,52599.1640625,50.299999
Advanced Economies,United States,1910,MF,100,18.147687912,2.259735823,4.736018658,52.913806915,26.646940231,37.219890594,8.747973442,5.121312618,2.412542105,6.764286518,4.927294731,1.686314702,0.150676891,1.966840863,3.924454451,58077,51.799999
Advanced Economies,United States,1915,MF,100,21.309984207,2.426316977,4.623528481,50.385166168,25.529718399,39.099925995,9.788118362,5.890359879,2.841880083,6.971570969,4.976863384,1.820062876,0.174644738,2.008035898,4.079788685,64113.6484375,55.099998
Advanced Economies,United States,1920,MF,100,26.405065536,3.599633932,4.598541260,47.688922882,24.551511765,40.882297516,11.040353775,6.829923630,3.286403894,7.199748039,5.029946804,1.967475057,0.202326536,2.054381371,4.248593330,66744,55.400002
Advanced Economies,United States,1925,MF,100,33.100063324,5.125624657,4.312144279,43.345970154,22.790525436,44.317859650,13.051900864,8.023427010,3.802940369,7.563598156,5.124572277,2.202498436,0.236527339,2.130506754,4.482348442,74831.375,58.5
Advanced Economies,United States,1930,MF,100,42.456867218,5.992859840,3.684912443,40.228603363,21.614370346,47.145233154,15.571035385,8.940217018,4.230527401,7.901731968,5.220416069,2.417901039,0.263415009,2.203778028,4.689694405,79625,59.599998
Advanced Economies,United States,1935,MF,100,45.710704803,5.946011543,3.095357656,35.721313477,19.577245712,51.354522705,19.462045670,9.827301979,4.750386715,8.335555077,5.329865932,2.714135170,0.291553766,2.301487207,4.936147213,85325.3125,60.889999
Advanced Economies,United States,1940,MF,100,46.553756714,6.694273472,2.567435503,32.864738464,18.276079178,53.851875305,23.271360397,10.708381653,5.206380844,8.682334900,5.407839775,2.956200123,0.318295151,2.382698059,5.122225761,89400,63.23
Advanced Economies,United States,1945,MF,100,44.448501587,8.004339218,2.128355026,32.111122131,16.855167389,53.906517029,27.994260788,11.833882332,5.626090050,8.929669380,5.413413048,3.167056561,0.349199861,2.442365170,5.247215271,93409.1875,65.580002
Advanced Economies,United States,1950,MF,100,28.810195923,10.533240318,1.671107173,38.627937317,18.294403076,45.875461578,27.669919968,13.815027237,7.155676842,8.743776321,5.289099216,3.035263062,0.419414043,2.397382736,5.188194752,102174,68.202
Advanced Economies,United States,1955,MF,100,30.173444748,12.817607880,1.535318971,34.225532532,16.407670975,48.964206696,30.508123398,15.274941444,8.140118599,9.142312050,5.373345375,3.300666571,0.468301088,2.494856596,5.337481022,105527,69.263
Advanced Economies,United States,1960,MF,100,77.400001526,32.099998474,1.169468880,29.149021149,14.316458702,52.957267761,34.692810059,16.733491898,9.020530701,9.634001732,5.485409737,3.633511782,0.515080452,2.620591879,5.488477230,111660,69.94
Advanced Economies,United States,1965,MF,95.918365479,81,40.200000763,1.093073606,19.281057358,10.206077576,60.326480865,40.435142517,19.143165588,10.432313919,10.415741920,5.652793407,4.171438694,0.591509759,2.833674192,5.696233749,120051,70.188
Advanced Economies,United States,1970,MF,95.918365479,81,49.400001526,0.992617428,12.160461426,6.843020439,64.608848572,45.309951782,22.238069534,12.112682343,11.099782944,5.780919552,4.631848335,0.687014878,3.034292459,5.813451767,129887,70.777
Advanced Economies,United States,1975,MF,72,81.900001526,57.300003052,0.991155326,6.674224377,3.912283659,63.806747437,46.217441559,28.431184769,15.295357704,11.732998848,5.851871014,5.006597042,0.874530911,3.232642412,5.871232986,141706,72.333
Advanced Economies,United States,1980,MF,94,81,56,0.606034577,3.345907688,2.044158697,64.089523315,50.187351227,32.022178650,17.883253098,12.276149750,5.928404331,5.349637032,0.998108685,3.413079500,5.772294998,153142,73.91
Advanced Economies,United States,1985,MF,96,89,60.200000763,0.886743367,5.037612438,3.166196823,54.041130066,40.380390167,40.034515381,21.246633530,12.350993156,5.890653133,5.234716415,1.225623131,3.438719988,5.906300545,162029,74.662
Advanced Economies,United States,1990,MF,98,78,75.199996948,0.973506331,5.742636681,3.851351500,46.883068085,35.803501129,46.422882080,23.659412384,12.553792953,5.886176586,5.265969753,1.401645899,3.509169102,5.889711380,168670,75.246
Advanced Economies,United States,1995,MF,96.115386963,84.066665649,81,0.429301888,2.339421034,1.525923252,50.117736816,38.067466736,47.114196777,23.053562164,12.825640678,5.949876308,5.472407818,1.403355360,3.605873585,5.863699436,176708,76.062
Advanced Economies,United States,2000,MF,100,87,68,0.331220508,2.328073502,1.570193887,46.318470001,39.791996002,51.019588470,24.143413544,13.104981422,5.957231522,5.644489765,1.503260255,3.708020449,5.519541740,187823,76.812
Advanced Economies,United States,2005,MF,100,89,81,0.322728485,2.218883991,1.540238023,45.941699982,35.020847321,51.517219543,25.008308411,13.010728836,5.960308552,5.519909382,1.530510664,3.673235416,5.858542442,199556,77.685
Advanced Economies,United States,2010,MF,99,87,93,0.272286981,2.605757713,2.045144081,41.483322144,34.416721344,55.638538361,27.485527039,13.244633675,5.966838360,5.615313530,1.662481546,3.760166883,5.663769722,209726,78.652
Advanced Economies,United Kingdom,1845,F,22.497125626,0,0,,,,,,,,,,,,,,,42.169998
Advanced Economies,United Kingdom,1850,F,24.700000763,0,0,,,,,,,,,,,,,,,42.77
Advanced Economies,United Kingdom,1855,F,28.276050568,0,0,,,,,,,,,,,,,,,40.740002
Advanced Economies,United Kingdom,1860,F,31.852098465,0,0,,,,,,,,,,,,,,,41.945
Advanced Economies,United Kingdom,1865,F,35.428146362,0,0,,,,,,,,,,,,,,,39.75
Advanced Economies,United Kingdom,1870,F,39.004196167,0,0,76.735595703,23.264404297,10.058734894,0.020000000,0.005910079,0.020000000,0.008627022,1.005184889,1.002094269,0.002518201,0.000572519,1.105744123,1.204106688,8024,40.605
Advanced Economies,United Kingdom,1875,F,47.717884064,0,0,74.017463684,25.982532501,11.237933159,0.020000000,0.005574403,0.020000000,0.007828689,1.122081995,1.119013906,0.002511488,0.000556570,1.118745804,1.219037056,10078.767578125,41.450001
Advanced Economies,United Kingdom,1880,F,56.431568146,0.026089609,0.001086799,70.999755859,28.997716904,12.600245476,0.020000000,0.005330772,0.020000000,0.007157855,1.253388643,1.250338912,0.002506615,0.000543174,1.133532524,1.236037374,9097,42.974998
Advanced Economies,United Kingdom,1885,F,65.145256042,0.075592607,0.002775670,66.809165955,33.175281525,14.539615631,0.028440733,0.006705788,0.019999998,0.006560974,1.437840700,1.434353352,0.002956152,0.000531198,1.154634714,1.262097597,11149.38671875,44.57
Advanced Economies,United Kingdom,1890,F,73.858940125,0.164508790,0.005545805,61.684413910,38.268569946,16.986001968,0.055815350,0.012094913,0.020000000,0.006082769,1.667140365,1.662186027,0.004432666,0.000521692,1.181416392,1.298846960,10342,44.119999
Advanced Economies,United Kingdom,1895,F,82.572624207,0.318177134,0.009958931,55.904891968,43.987789154,19.817125320,0.111498863,0.024630230,0.020000000,0.005709026,1.930019259,1.922037482,0.007467547,0.000514157,1.212885141,1.347190976,12545.216796875,45.41
Advanced Economies,United Kingdom,1900,F,91.286315918,0.576431692,0.016841685,47.240783691,52.588745117,24.157575607,0.168732390,0.039529338,0.020755311,0.005637176,2.324966908,2.313758850,0.010680078,0.000527857,1.261746287,1.415259004,12093,45.619999
Advanced Economies,United Kingdom,1905,F,100,1.000954032,0.027403565,38.448562622,58.842929840,27.524269104,2.602515221,0.606737971,0.120599538,0.028803401,2.908093214,2.754402637,0.150702477,0.002988036,1.337509513,1.787886500,14163.557617188,49.919998
Advanced Economies,United Kingdom,1910,F,100,1.685488224,0.043405287,30.769941330,63.582138062,30.211627960,5.381651878,1.383718610,0.276536584,0.070117176,3.476351976,3.153304338,0.316114545,0.006933183,1.415715694,2.096741199,13573,53.255001
Advanced Economies,United Kingdom,1915,F,100,2.768956184,0.067398190,24.344552994,67.427536011,32.787303925,7.836738110,2.160102844,0.412054330,0.111554191,3.975727558,3.501372814,0.463882744,0.010472088,1.488208055,2.342493057,15791.54296875,51.205002
Advanced Economies,United Kingdom,1920,F,100,4.449844837,0.103063419,18.986904144,69.970626831,35.451805115,10.702162743,3.109946012,0.397574097,0.120147914,4.464148998,3.828657150,0.625137269,0.010354387,1.562699676,2.565585136,14936,57.255001
Advanced Economies,United Kingdom,1925,F,100,12.780800819,0.155690327,14.412678719,71.411544800,37.438892365,13.699626923,4.205739021,0.525755584,0.165253922,4.938755035,4.119036198,0.805898964,0.013819942,1.638654590,2.811455965,15939.263671875,58.43
Advanced Economies,United Kingdom,1930,F,100,21.111757278,0.232847244,10.439749718,70.852012634,38.402900696,18.103944778,5.813244343,0.646676898,0.211767718,5.486583233,4.402684689,1.066729546,0.017168870,1.730929136,3.110862494,16500,60.779999
Advanced Economies,United Kingdom,1935,F,100,25.128801346,0.345315754,7.058174610,69.763793945,39.034992218,22.435781479,7.491003513,0.776405096,0.263282925,6.003446579,4.656694889,1.325957656,0.020793941,1.822746873,3.391595125,16645.95703125,61.959999
Advanced Economies,United Kingdom,1940,F,100,23.467819214,0.508378685,4.454620361,69.667900085,40.181030273,24.995092392,8.772115707,0.907141566,0.323618680,6.362914085,4.849602222,1.488696814,0.024615118,1.889460683,3.587181807,16979.7109375,60.880001
Advanced Economies,United Kingdom,1945,F,100,21.806835175,0.743572652,2.377975702,69.743247986,41.206165314,26.829154968,9.916589737,1.063279390,0.395528555,6.645423412,5.002028465,1.614219069,0.029175898,1.943600774,3.748182297,17165.017578125,65.75
Advanced Economies,United Kingdom,1950,F,100,31.334707260,1.081026435,2.704690695,68.342193604,43.091262817,27.773981094,3.163390875,1.179131269,0.581517577,6.649909973,5.080190659,1.534506083,0.035212941,1.944473028,3.217035294,17071,68.708
Advanced Economies,United Kingdom,1955,F,100,36.406654358,1.184975743,2.402799129,65.767822266,41.848266602,30.721336365,3.030704737,1.123169065,0.556822538,6.848055363,5.139153004,1.675302863,0.033599854,1.983386159,3.247371912,17019,70.135
Advanced Economies,United Kingdom,1960,F,100,61.479450226,4.130000114,2.104219437,62.274433136,40.229637146,34.677371979,2.667089224,1.001210809,0.525047362,7.103657722,5.215837002,1.857295156,0.030525131,2.034735441,3.252755880,17109,70.87
Advanced Economies,United Kingdom,1965,F,100,60.547946930,7,1.778846145,56.834239960,38.169719696,37.393352509,4.315150738,3.967166662,1.919753432,7.683160782,5.331750393,2.233672380,0.117738388,2.156132460,3.982407570,17482,71.372
Advanced Economies,United Kingdom,1970,F,98,68,9.5,1.482853651,52.205299377,35.920764923,39.572177887,5.087516308,6.739673138,3.406887054,8.018271446,5.422492504,2.392848253,0.202931151,2.229610920,4.419904709,17302,71.948
Advanced Economies,United Kingdom,1975,F,98,78,13.899999619,1.220437050,47.910709381,33.255416870,43.024539948,5.834790230,7.844311714,4.037444592,8.269704819,5.487115383,2.544954062,0.237634987,2.286381721,4.627142906,17389,72.561
Advanced Economies,United Kingdom,1980,F,97,81,15.100000381,1.180846810,42.031089783,29.823324203,46.831436157,6.242194653,9.956631660,4.979307652,8.625460625,5.562916279,2.763824701,0.298718750,2.369185209,4.904858112,17754,73.59
Advanced Economies,United Kingdom,1985,F,97,83,20.100000381,1.245049715,36.691059113,26.486110687,49.279117584,6.482255936,12.784775734,6.591498375,8.990674973,5.619148254,2.984000921,0.387525558,2.457310677,5.199157238,18351,74.669
Advanced Economies,United Kingdom,1990,F,98,81,29.399999619,1.402935028,32.661056519,23.992723465,50.677261353,6.762530327,15.258748055,8.728479385,9.297447205,5.655774117,3.161928415,0.479744554,2.533862352,5.437684536,18744,75.689
Advanced Economies,United Kingdom,1995,F,100,93,50.799999237,1.583259821,29.506166458,22.440887451,49.635608673,7.095716000,19.274963379,10.981645584,9.668686867,5.693046093,3.370508671,0.605132043,2.629697084,5.722960472,18932,76.694
Advanced Economies,United Kingdom,2000,F,100,95,63,1.877298832,25.448087692,19.699993134,51.074386597,10.317328453,21.600225449,13.142021179,10.005373955,5.714919090,3.595609665,0.694844842,2.719743013,5.979307652,19291,77.761
Advanced Economies,United Kingdom,2005,F,100,97,68,0.753175497,18.060762405,14.213605881,56.239887238,34.369129181,24.946174622,15.131686211,11.533576012,5.839395046,4.892624378,0.801557302,3.168814659,6.383115292,19840,79.052
Advanced Economies,United Kingdom,2010,F,100,100,70,0.180837825,13.671035767,10.866233826,59.133625031,47.447658539,27.014501572,17.005598068,12.382534981,5.905005455,5.597127914,0.880401909,3.449583530,6.224910259,20247,80.352
Advanced Economies,United Kingdom,1845,M,21.446985245,0.269997597,0.163893089,,,,,,,,,,,,,,,42.169998
Advanced Economies,United Kingdom,1850,M,23.528966904,0.346142501,0.199731350,,,,,,,,,,,,,,,42.77
Advanced Economies,United Kingdom,1855,M,24.524663925,0.446432799,0.246037394,,,,,,,,,,,,,,,40.740002
Advanced Economies,United Kingdom,1860,M,25.782896042,0.575698197,0.303091526,,,,,,,,,,,,,,,41.945
Advanced Economies,United Kingdom,1865,M,13.477843285,0.738271952,0.349493504,,,,,,,,,,,,,,,39.75
Advanced Economies,United Kingdom,1870,M,39.004196167,0.946544588,0.582698345,79.364738464,19.892930984,5.040242195,0.332394272,0.043213330,0.368106872,0.108602308,0.842810929,0.790025234,0.043251462,0.009534203,1.087934613,1.403476357,7366,40.605
Advanced Economies,United Kingdom,1875,M,51.895301819,1.216768384,0.597773671,80.159599304,18.883121490,5.027515411,0.449670136,0.068389900,0.464706153,0.157183066,0.841000199,0.772181630,0.056380734,0.012437790,1.087737679,1.446302176,9284.32421875,41.450001
Advanced Economies,United Kingdom,1880,M,98.056503296,1.536861181,0.805121839,75.715408325,23.053184509,6.795219898,0.586863279,0.101252973,0.604010701,0.226326719,1.057160378,0.966904640,0.073648974,0.016606720,1.111506224,1.531873465,8409,42.974998
Advanced Economies,United Kingdom,1885,M,88.986022949,1.935576558,0.750660479,69.301353455,29.122795105,9.389700890,0.832793653,0.161750823,0.707376122,0.297601700,1.362275600,1.247784972,0.094391026,0.020099528,1.145942688,1.623449445,10279.314453125,44.57
Advanced Economies,United Kingdom,1890,M,99.989997864,2.420797110,0.808455884,55.600021362,42.396572113,14.686485291,1.160306931,0.247128978,0.811787069,0.372853220,1.974293232,1.830817342,0.119783022,0.023692878,1.218266964,1.764998436,9510,44.119999
Advanced Economies,United Kingdom,1895,M,99.989997864,2.750205278,0.582070529,46.534027100,50.979938507,18.506223679,1.616981983,0.378235698,0.842799902,0.431093395,2.405059338,2.232171774,0.147409812,0.025477787,1.271892428,1.868758559,11554.607421875,45.41
Advanced Economies,United Kingdom,1900,M,99.989997864,3.665473938,0.808969676,38.875007629,57.982501984,21.817787170,2.192550421,0.560282290,0.929319680,0.491022140,2.795613289,2.581320763,0.185885549,0.028406914,1.322549462,1.986505628,11155,45.619999
Advanced Economies,United Kingdom,1905,M,99.989997864,3.590846539,0.783041716,29.626409531,65.822669983,25.861579895,3.445021629,0.947306573,1.090078115,0.583773196,3.323613167,3.022633314,0.267502666,0.033477154,1.394256473,2.174358130,13072.823242188,49.919998
Advanced Economies,United Kingdom,1910,M,99.989997864,4.227129459,0.579265535,22.470766068,71.165756226,29.220066071,5.155440331,1.536063313,1.196912885,0.672004998,3.802371502,3.392715931,0.372277170,0.037378289,1.462631464,2.366261482,12535,53.255001
Advanced Economies,United Kingdom,1915,M,99.989997864,2.921363115,0.829550266,17.079036713,75.229507446,32.424209595,6.393214226,2.017717838,1.305324912,0.749184608,4.184001923,3.691524029,0.451387823,0.041090235,1.519528627,2.518299103,14324.666015625,51.205002
Advanced Economies,United Kingdom,1920,M,99.989997864,4.690941811,1.584638715,11.859096527,79.646110535,35.472663879,6.994301796,2.358523846,1.491000175,0.843741596,4.510631561,3.962681293,0.501255572,0.046694793,1.569980383,2.647481918,13309,57.255001
Advanced Economies,United Kingdom,1925,M,99.989997864,6.448815346,1.342706203,6.888264656,82.837020874,38.392642975,8.734821320,3.127926826,1.539502740,0.893800497,4.909080505,4.253349304,0.607064784,0.048666179,1.633799076,2.817663908,14321.845703125,58.43
Advanced Economies,United Kingdom,1930,M,99.989997864,22.235994339,1.362582088,3.455077887,83.347061157,40.199535370,11.603818893,4.418123722,1.602082014,0.949012995,5.330472946,4.498751640,0.780699193,0.051021896,1.704117298,3.042999268,14947,60.779999
Advanced Economies,United Kingdom,1935,M,99.989997864,26.501989365,1.336425304,1.624242663,79.779914856,39.849002838,16.950950623,6.842031002,1.659334898,1.011624217,5.859445095,4.705484390,1.100541472,0.053419154,1.796687126,3.378872156,15171.393554688,61.959999
Advanced Economies,United Kingdom,1940,M,84.955345154,24.794027328,0.674941719,1.758149505,77.063117981,40.206836700,19.602197647,8.335716248,1.598583221,1.038322687,6.101608276,4.790145397,1.258725047,0.052738078,1.840727448,3.542582273,15570.842773438,60.880001
Advanced Economies,United Kingdom,1945,M,69.994255066,23.086267471,1.136379480,1.910665631,75.859321594,41.348052979,20.497547150,9.214303970,1.765209913,1.148062229,6.242980480,4.851986408,1.332728148,0.058265574,1.866935015,3.650388956,15838.3515625,65.75
Advanced Economies,United Kingdom,1950,M,99.989997864,31.956924438,2.008486509,2.405011654,73.568496704,45.194267273,22.079717636,0.981947780,1.946770787,1.412789583,6.331562519,5.004472256,1.259898782,0.067191362,1.883546114,3.013539553,16277,68.708
Advanced Economies,United Kingdom,1955,M,99.989997864,37.560558319,2.040016890,2.275623560,69.806716919,43.741920471,25.622335434,1.750440955,2.164753914,1.551481247,6.615667820,5.073684216,1.467658401,0.074324720,1.937826157,3.220639944,16171,70.135
Advanced Economies,United Kingdom,1960,M,74.013488770,59.692157745,13.827665329,2.174105644,65.303436279,40.708240509,30.317270279,1.811585426,2.099964380,1.585494995,6.901855469,5.127602100,1.700389028,0.073864095,1.994085550,3.301452637,16442,70.87
Advanced Economies,United Kingdom,1965,M,74.162521362,60.601779938,16.878658295,2.338377237,58.515556335,38.854209900,33.389167786,4.537098408,5.726768017,3.858090878,7.620820522,5.268049240,2.161074162,0.191697076,2.142732859,4.179509163,17199,71.372
Advanced Economies,United Kingdom,1970,M,98,66.042205811,18.572521210,2.843047619,51.928813934,36.421516418,35.363788605,5.688698769,9.864346504,6.576942444,8.099008560,5.364198208,2.405984640,0.328825742,2.247685194,4.742058754,17139,71.948
Advanced Economies,United Kingdom,1975,M,98,78,23.535909653,3.293655872,45.643188477,32.616069794,38.270366669,6.337886810,12.792789459,8.525317192,8.505031586,5.411566734,2.667103052,0.426362187,2.340824366,5.083110809,17370,72.561
