Region,Country,Year,Sex,Primary enrollment (%),Secondary enrollment (%),Tertiary enrollment (%),No schooling (%),Primary schooling (%),Primary schooling complete (%),Secondary schooling (%),Secondary schooling complete (%),Tertiary schooling (%),Tertiary schooling complete (%),Total schooling (years),Total primary schooling (years),Total secondary schooling (years),Total tertiary schooling (years),Human capital,Human capital adjusted,Population (thousands),Life expectancy (years),SuicideRate (%)
Latin America and the Caribbean,Jamaica,2010,M,94.891891479,89.588714600,17.066617966,5.246532440,12.555926323,6.213013649,70.028297424,37.231735229,12.169246674,6.794279099,10.054533005,5.494920731,4.180342197,0.379270583,2.733145952,5.696740627,843,74.038,2.685205332
Latin America and the Caribbean,Jamaica,1990,MF,100,61,6,3.850587845,46.349792480,23.792999268,46.490257263,21.582075119,3.299726963,1.882552624,7.475795269,5.091682911,2.280467033,0.103645451,2.111881971,4.488568783,1362,73.204,1.556444974
Latin America and the Caribbean,Jamaica,1995,MF,100,64.680000305,7.5,4.851232529,32.929504395,17.482503891,53.752155304,26.337507248,8.467106819,4.695348263,8.549428940,5.245515823,3.040663719,0.263249189,2.351240158,5.103445530,1461,74.133,2.090924979
Latin America and the Caribbean,Jamaica,2000,MF,92.083030701,85.607582092,15,5.237516403,20.093648911,10.743100166,61.2890625,30.562288284,13.312514305,7.701161861,9.586663246,5.401196957,3.765192509,0.420273602,2.608215570,5.596398830,1533,74.142,2.379569835
Latin America and the Caribbean,Jamaica,2005,MF,93.317443848,91.626136780,20,4.879679203,14.975049019,8.045643806,65.747169495,33.918941498,14.398101807,8.272433281,10.094656944,5.499336720,4.141909122,0.453410745,2.744134426,5.797679424,1623,74.148,2.309098151
Latin America and the Caribbean,Jamaica,2010,MF,94.622406006,89.920738220,29,5.303808212,11.176676750,6.131219387,67.933998108,36.704944611,15.585515022,8.938371658,10.334830284,5.530407429,4.313945293,0.490477920,2.810838938,5.814397335,1717,74.038,2.685205332
Latin America and the Caribbean,Mexico,1990,F,89.735290527,54.319999695,12.100000381,16.112480164,42.484939575,20.019533157,35.581253052,15.123956680,5.821328640,3.583967686,6.388215065,4.217685223,1.982424021,0.188106075,1.894247174,4.213909149,24611,70.866,4.012773987
Latin America and the Caribbean,Mexico,1995,F,89.735290527,59.169998169,14.399999619,12.277664185,40.400108337,20.359476089,39.227352142,16.687196732,8.094875336,4.872243881,7.065601349,4.553941727,2.252317429,0.259342432,2.027006626,4.527394295,28378,72.598,4.698556412
Latin America and the Caribbean,Mexico,2000,F,97.691268921,68.943954468,19,9.153644562,37.850841522,20.310817719,42.802490234,18.115478516,10.193022728,6.364805698,7.684497356,4.842973232,2.510367632,0.331156611,2.156420708,4.801991940,31811,74.34,4.900253151
Latin America and the Caribbean,Mexico,2005,F,97.341659546,77.869766235,23,6.101882935,30.618860245,17.234537125,49.485603333,22.094856262,13.793653488,8.735612869,8.658807755,5.176074028,3.032148838,0.450585186,2.377098799,5.244382381,35260,75.3,5.175832835
Latin America and the Caribbean,Mexico,2010,F,100,83.088348389,26,5.457596302,27.751398087,16.641483307,49.501045227,20.720809937,17.289962769,11.227860451,9.056239128,5.309732914,3.176149130,0.570356488,2.473474741,5.421587467,38640,75.065,6.054067844
Latin America and the Caribbean,Mexico,1990,M,99.989997864,37.665630341,16.952732086,12.237745285,40.944728851,19.415887833,37.492942810,13.224064827,9.324581146,5.785167217,6.992114544,4.463504791,2.226414204,0.302195013,2.012165308,4.505280018,23318,70.866,4.012773987
Latin America and the Caribbean,Mexico,1995,M,99.989997864,59.169998169,16.251714706,9.303030968,37.220554352,18.806879044,41.942024231,15.641553879,11.534391403,7.508325577,7.691678047,4.771469116,2.539354563,0.380854368,2.157969713,4.836467266,26721,72.598,4.698556412
Latin America and the Caribbean,Mexico,2000,M,99.989997864,68.024581909,19,6.556883812,34.805946350,18.607519150,45.244762421,17.374900818,13.392404556,9.008355141,8.255939484,5.032555580,2.775368452,0.448015273,2.283236504,5.080510616,29808,74.34,4.900253151
Latin America and the Caribbean,Mexico,2005,M,97.194007874,76.875709534,23,3.952732086,27.658367157,15.684030533,51.252254486,20.864860535,17.136644363,11.041953087,9.169156075,5.342882156,3.262701511,0.563571990,2.501562595,5.479420662,32891,75.3,5.175832835
Latin America and the Caribbean,Mexico,2010,M,99.989997864,82.373771667,28.029359818,4.027776718,25.857021332,15.386385918,51.829788208,20.864286423,18.285413742,11.400311470,9.324515343,5.413852692,3.316947937,0.593714416,2.540730238,5.526632309,36020,75.065,6.054067844
Latin America and the Caribbean,Mexico,1990,MF,100,46,14.5,14.227377892,41.735607147,19.732036591,36.511310577,14.223363876,7.525700569,4.657867908,6.682965755,4.337460518,2.101833820,0.243671447,1.950911283,4.357267380,47929,70.866,4.012773987
Latin America and the Caribbean,Mexico,1995,MF,100,59.169998169,15.300000191,10.835076332,38.858142853,19.612600327,40.543865204,16.216566086,9.762914658,6.102849960,7.369553089,4.659612179,2.392625332,0.317315340,2.089563847,4.678481579,55099,72.598,4.698556412
Latin America and the Caribbean,Mexico,2000,MF,99.408485413,68.486442566,19,7.897469521,36.377883911,19.487333298,43.983932495,17.774335861,11.740713120,7.567041397,7.959928036,4.934696674,2.639076710,0.386155099,2.216640711,4.936658859,61619,74.34,4.900253151
Latin America and the Caribbean,Mexico,2005,MF,97.266799927,77.378868103,23,5.064661026,29.190069199,16.483400345,50.338226318,21.508312225,15.407046318,9.799254417,8.904216766,5.256495953,3.143594265,0.504126072,2.436156750,5.357552052,68151,75.3,5.175832835
Latin America and the Caribbean,Mexico,2010,MF,100,82.730522156,27,4.767774105,26.837448120,16.037265778,50.624553680,20.792375565,17.770221710,11.258756638,9.184741974,5.360004425,3.244157553,0.580579460,2.505464554,5.471474171,74660,75.065,6.054067844
Latin America and the Caribbean,Nicaragua,1990,F,77,29,8.899999619,41.549678802,35.337852478,11.997965813,17.081769943,7.915395260,6.030698776,5.884864330,4.140966892,2.806822538,1.095832705,0.238311231,1.513003469,3.318941832,1016,64.293,7.183216248
Latin America and the Caribbean,Nicaragua,1995,F,92.959999084,47,12.199999809,33.903404236,35.067352295,12.474226952,24.148202896,10.907987595,6.881035328,6.724372864,4.979777813,3.288001776,1.419667721,0.272108108,1.645390511,3.664777279,1185,67.344,9.132412947
Latin America and the Caribbean,Nicaragua,2000,F,96.577049255,54.349208832,18,26.599765778,36.155235291,13.494582176,28.127994537,13.184678078,9.117003441,8.878631592,5.760182858,3.724194288,1.676075935,0.359912783,1.778941035,4.025534153,1372,69.527,9.528042152
Latin America and the Caribbean,Nicaragua,2005,F,100,63.832012177,19,19.280410767,36.504100800,14.215063095,33.672405243,16.370351791,10.543085098,10.268738747,6.553958893,4.174504280,1.963218093,0.416236460,1.925904870,4.351806164,1595,71.195,8.695824200
Latin America and the Caribbean,Nicaragua,2010,F,100,65.999252319,22.600549698,15.021815300,35.663650513,14.514882088,37.574546814,19.128372192,11.739988327,11.434570313,7.107742786,4.464227676,2.180023432,0.463491142,2.035566807,4.580186367,1844,72.428,6.925176908
Latin America and the Caribbean,Nicaragua,1990,M,75.022865295,21.007862091,8.295880318,27.377304077,43.506317139,10.076773643,17.734226227,7.451187134,11.382153511,11.204211235,5.204520226,3.354475737,1.398317575,0.451727241,1.682788134,3.863365650,989,64.293,7.183216248
Latin America and the Caribbean,Nicaragua,1995,M,89.686248779,41.365055084,11.594198227,27.321825027,38.584823608,8.579057693,23.107536316,9.511028290,10.985820770,10.837373734,5.471077442,3.460517883,1.574095368,0.436463863,1.728247285,3.955200434,1159,67.344,9.132412947
Latin America and the Caribbean,Nicaragua,2000,M,95.106361389,45.803138733,18,23.989267349,39.597808838,8.852998734,25.708938599,11.070288658,10.703989983,10.510255814,5.702577591,3.638299704,1.639992356,0.424284935,1.768722892,4.025507450,1350,69.527,9.528042152
Latin America and the Caribbean,Nicaragua,2005,M,99.989997864,62.186836243,16.981382370,19.778539658,39.002765656,8.543928146,31.574714661,13.924061775,9.643978119,9.468745232,6.080201626,3.899522543,1.798424244,0.382254511,1.836791277,4.138257504,1574,71.195,8.695824200
Latin America and the Caribbean,Nicaragua,2010,M,99.989997864,64.187156677,23.799448013,15.688858032,37.454364777,7.815413952,36.620422363,16.691843033,10.236354828,10.039527893,6.595252037,4.169499874,2.020234108,0.405517697,1.933873892,4.350583076,1822,72.428,6.925176908
Latin America and the Caribbean,Nicaragua,1990,MF,76,25,8.600000381,34.558917999,39.367084503,10.160319328,17.403604507,7.685532093,8.670393944,8.487511635,4.638370514,3.050261974,1.244950294,0.343158126,1.590163827,3.587396145,2005,64.293,7.183216248
Latin America and the Caribbean,Nicaragua,1995,MF,91.300003052,44.180000305,11.899999619,30.649116516,36.806579590,9.645638466,23.633642197,10.209939957,8.910662651,8.688466072,5.194063187,3.346224785,1.495855689,0.351982623,1.681029320,3.802144289,2344,67.344,9.132412947
Latin America and the Caribbean,Nicaragua,2000,MF,95.829635620,50.064914703,18,25.305067062,37.862609863,10.108432770,26.928241730,12.114631653,9.904084206,9.683574677,5.698534966,3.649070740,1.657710910,0.391753137,1.768007994,4.015495777,2722,69.527,9.528042152
Latin America and the Caribbean,Nicaragua,2005,MF,100,63.005714417,18,19.527826309,37.745155334,10.245309830,32.630508423,15.127102852,10.096510887,9.872413635,6.283485413,4.003334999,1.880771756,0.399378479,1.874512315,4.236167431,3169,71.195,8.695824200
Latin America and the Caribbean,Nicaragua,2010,MF,100,65.089622498,23.195425034,15.353335381,36.553634644,10.077365875,37.100349426,17.901676178,10.992683411,10.743090630,6.819493294,4.284512043,2.100265503,0.434715539,1.977729201,4.457491875,3666,72.428,6.925176908
Latin America and the Caribbean,Panama,1990,F,92,52,24.600000381,8.658505440,36.451301575,21.282953262,41.496982574,24.596448898,13.393228531,6.421713352,8.208135605,5.025440216,2.786396742,0.396298826,2.272347689,5.003667831,713,72.982,5.369529263
Latin America and the Caribbean,Panama,1995,F,92,54.599998474,32.599998474,7.548809052,33.109649658,21.074317932,41.349517822,24.708898544,17.992023468,10.005712509,8.807239532,5.186011791,3.061273813,0.559954524,2.412645817,5.271851540,814,74.092,6.621811504
Latin America and the Caribbean,Panama,2000,F,97.984054565,64.425010681,52,6.415088654,29.423089981,19.348651886,42.316158295,26.658960342,21.845666885,14.226254463,9.414294243,5.312861443,3.379993439,0.721438587,2.563643217,5.505325317,915,75.06,6.227879648
Latin America and the Caribbean,Panama,2005,F,99.221244812,64.493415833,52,6.307444572,27.869832993,19.652494431,41.144489288,27.090747833,24.678232193,15.779295921,9.711935043,5.375032902,3.527751207,0.809150636,2.641094685,5.597128868,1020,75.892,6.249751460
Latin America and the Caribbean,Panama,2010,F,95.511627197,66.803192139,54,5.855695724,26.515302658,19.222587585,41.040157318,28.477272034,26.588844299,17.212715149,9.986761093,5.429876328,3.680853605,0.876031280,2.714685440,5.661342144,1121,76.792,5.830554198
Latin America and the Caribbean,Panama,1990,M,92,48.068138123,18.485296249,7.026639938,41.751144409,24.817016602,39.674209595,21.576608658,11.548018456,6.044245720,7.952629566,5.070378304,2.530405521,0.351845235,2.215023279,4.869842529,730,72.982,5.369529263
Latin America and the Caribbean,Panama,1995,M,98.649902344,70.162445068,27.501029968,6.040553093,36.549541473,23.337537766,42.420654297,23.949556351,14.989247322,8.764632225,8.606744766,5.241206169,2.890461206,0.475077629,2.364755154,5.174463272,829,74.092,6.621811504
Latin America and the Caribbean,Panama,2000,M,99.396499634,59.086021423,30.463821411,4.980089188,34.282016754,22.819847107,42.884849548,25.131206512,17.853042603,12.132686615,9.068709373,5.357329845,3.111664295,0.599714458,2.476561069,5.379343033,933,75.06,6.227879648
Latin America and the Caribbean,Panama,2005,M,98.938232422,62.959140778,32.448051453,4.520050526,33.642520905,24.028369904,42.862579346,26.915298462,18.974851608,12.653751373,9.304772377,5.440372467,3.231827259,0.632572174,2.535718918,5.454309940,1038,75.892,6.249751460
Latin America and the Caribbean,Panama,2010,M,97.158096313,64.785270691,34.413925171,4.569214344,32.183895111,23.738103867,43.747859955,28.590930939,19.499027252,13.028183937,9.463122368,5.472473145,3.340105295,0.650544107,2.576191664,5.499310493,1136,76.792,5.830554198
Latin America and the Caribbean,Panama,1990,MF,92,50,21.5,7.832960606,39.132442474,23.065803528,40.574855804,23.043106079,12.459754944,6.225932598,8.077862740,5.048024178,2.656124115,0.373713821,2.242937326,4.939332962,1443,72.982,5.369529263
Latin America and the Caribbean,Panama,1995,MF,95.400001526,62.560001373,30,6.787796021,34.845298767,22.208234787,41.889972687,24.330474854,16.476928711,9.391475677,8.706217766,5.213619709,2.975229263,0.517368257,2.388395548,5.225548267,1643,74.092,6.621811504
Latin America and the Caribbean,Panama,2000,MF,98.704849243,61.694705963,41,5.690600395,31.876214981,21.095188141,42.603275299,25.887434006,19.829908371,13.191667557,9.240079880,5.335133076,3.244515896,0.660431325,2.519367695,5.447191238,1848,75.06,6.227879648
Latin America and the Caribbean,Panama,2005,MF,99.076919556,63.708751678,42,5.405930519,30.781421661,21.852703094,42.011047363,27.026611328,21.801599503,14.232468605,9.507690430,5.407782555,3.379225492,0.720681489,2.587698936,5.531695843,2058,75.892,6.249751460
Latin America and the Caribbean,Panama,2010,MF,96.351272583,65.774002075,44,5.208179951,29.368436813,21.478378296,42.403007507,28.568387985,23.020376205,15.137770653,9.724334717,5.450807571,3.510364532,0.763163149,2.644371748,5.588773251,2257,76.792,5.830554198
Latin America and the Caribbean,Paraguay,1990,F,94,26,7.699999809,6.652093410,60.842765808,24.568458557,25.447048187,12.991358757,7.058089733,3.310607672,6.296656609,4.512644768,1.576637626,0.207374007,1.876982927,4.036436081,1133,68.545,3.778056012
Latin America and the Caribbean,Paraguay,1995,F,97.370002747,32.709678650,12.100000381,6.587814331,65.022842407,33.879833221,21.069448471,12.312014580,7.319898129,3.626511574,6.330007076,4.670441151,1.440637827,0.218928069,1.883253217,4.030628681,1308,69.511,4.677041189
Latin America and the Caribbean,Paraguay,2000,F,100,61.479534149,18,6.174100876,65.299964905,39.136459351,21.023012161,13.446537971,7.432474613,3.838093996,6.545868397,4.840422153,1.480034947,0.225411400,1.924347281,4.124719620,1536,70.546,5.373844637
Latin America and the Caribbean,Paraguay,2005,F,100,65.623214722,27,3.406688452,44.113056183,23.200988770,48.214954376,31.707429886,4.232888699,2.248095512,7.947556496,5.166292191,2.651644707,0.129619703,2.213899851,4.777288914,1787,71.667,6.127523387
Latin America and the Caribbean,Paraguay,2010,F,91.485275269,67.572700500,40,2.789204836,47.820873260,28.032321930,39.542671204,22.802982330,9.847250938,5.341581345,8.003973007,5.238991261,2.461204767,0.303776711,2.226425409,4.843747616,2058,72.653,6.064630359
Latin America and the Caribbean,Paraguay,1990,M,95.969589233,24.027032852,8.884619713,4.395954609,59.795524597,24.179681778,29.108148575,13.540359497,6.700369358,3.419077635,6.551633835,4.667767525,1.681477427,0.202389076,1.925457120,4.113941193,1157,68.545,3.778056012
Latin America and the Caribbean,Paraguay,1995,M,99.989997864,30.651506424,10.716050148,5.120165348,65.352836609,35.287090302,22.565376282,12.167528152,6.961613655,3.841349363,6.466560841,4.790817261,1.459684014,0.216059268,1.909146070,4.053604126,1340,69.511,4.677041189
Latin America and the Caribbean,Paraguay,2000,M,99.989997864,59.033824921,14.051980972,5.007038116,67.423377991,41.706409454,20.385660172,12.360261917,7.097849846,4.238250732,6.557875156,4.922904491,1.408248663,0.226721942,1.926659226,4.088101864,1572,70.546,5.373844637
Latin America and the Caribbean,Paraguay,2005,M,99.989997864,65.172019958,23.051651001,2.058105946,42.568119049,22.597467422,52.684947968,33.925689697,2.647700071,1.594935417,8.116960526,5.274926662,2.757181168,0.084852733,2.251723766,4.821259499,1827,71.667,6.127523387
Latin America and the Caribbean,Paraguay,2010,M,93.196250916,67.072067261,30.121322632,2.037860394,48.183639526,29.891920090,42.883934021,24.015785217,6.894568443,4.317658424,7.973886967,5.328977108,2.420665503,0.224244475,2.219737053,4.778109550,2093,72.653,6.064630359
Latin America and the Caribbean,Paraguay,1990,MF,95,25,8.300000191,5.512201309,60.313659668,24.378347397,27.296785355,13.309864044,6.877355099,3.361433268,6.426825047,4.591208458,1.630840659,0.204775810,1.901574969,4.077005863,2290,68.545,3.778056012
Latin America and the Caribbean,Paraguay,1995,MF,99.190002441,31.666666031,11.399999619,5.845121861,65.189834595,34.593784332,21.826452255,12.256412506,7.138591290,3.743360281,6.399851322,4.731410980,1.450801373,0.217639029,1.896452665,4.043224812,2648,69.511,4.677041189
Latin America and the Caribbean,Paraguay,2000,MF,100,60.238044739,16,5.583810329,66.373977661,40.431896210,20.700645447,12.890143394,7.263224602,4.049251556,6.551774979,4.882008553,1.443517089,0.226249352,1.925484300,4.106626034,3108,70.546,5.373844637
Latin America and the Caribbean,Paraguay,2005,MF,100,65.394309998,25,2.724934101,43.332038879,22.903966904,50.474689484,32.839557648,3.431521893,1.949341893,8.034388542,5.221452713,2.705318689,0.107617415,2.233207464,4.800322533,3614,71.667,6.127523387
Latin America and the Caribbean,Paraguay,2010,MF,92.355789185,67.318656921,35,2.410364866,48.003787994,28.981052399,41.227390289,23.447477341,8.358461380,4.887152672,7.991362095,5.284696102,2.441753626,0.264912397,2.223619461,4.813666344,4151,72.653,6.064630359
Latin America and the Caribbean,Peru,1990,F,100,60.153846741,23.733333588,17.970590591,33.068191528,9.283047676,32.157150269,17.725315094,16.804067612,11.971897125,6.876623631,4.062000751,2.239103794,0.575519383,1.989060402,4.528893471,6255,66.165,4.232323411
Latin America and the Caribbean,Peru,1995,F,90,60.299999237,31,15.497075081,30.972091675,8.418236732,33.107803345,23.174692154,20.423030853,14.860671043,7.538822651,4.287743092,2.545406103,0.705673993,2.125234842,4.738147736,7025,68.903,4.963701544
Latin America and the Caribbean,Peru,2000,F,100,78.645469666,31,10.844352722,27.428333282,11.704626083,34.951816559,21.553720474,26.775499344,19.715646744,8.537394524,4.793702126,2.813868999,0.929822981,2.348412275,5.116077423,7830,71.111,4.569351767
Latin America and the Caribbean,Peru,2005,F,100,80.756439209,34,7.901419640,22.957748413,11.863223076,36.993755341,25.338253021,32.147071838,23.669918060,9.443335533,5.132994175,3.194001675,1.116339922,2.571099281,5.323500156,8690,72.908,3.995653936
Latin America and the Caribbean,Peru,2010,F,100,87.067459106,45,5.199456215,30.367834091,17.826757431,46.914642334,36.629959106,17.518070221,12.772374153,8.886725426,5.282069206,2.998847723,0.605808854,2.431899309,5.037991524,9620,74.41,3.797474082
Latin America and the Caribbean,Peru,1990,M,99.989997864,24.317319870,47.227561951,7.309246540,36.798492432,8.958706856,33.817070007,17.767761230,22.075189590,16.112428665,7.887530804,4.538139820,2.585639000,0.763752282,2.200650692,4.914396286,6330,66.165,4.232323411
Latin America and the Caribbean,Peru,1995,M,91.970497131,65.628555298,31.197763443,5.809644222,30.358621597,7.052532196,41.155513763,27.060298920,22.676218033,17.765117645,8.624880791,4.814956665,3.001097202,0.808826625,2.369047642,5.096050262,7122,68.903,4.963701544
Latin America and the Caribbean,Peru,2000,M,99.989997864,82.702957153,31,4.647093296,23.366090775,10.613384247,43.144912720,26.649946213,28.841899872,23.180448532,9.544086456,5.230811119,3.272828102,1.040446877,2.597134352,5.423238277,7931,71.111,4.569351767
Latin America and the Caribbean,Peru,2005,M,99.989997864,78.669471741,32.023017883,2.911503553,19.460350037,11.349279404,44.236057281,31.186607361,33.392086029,27.378345490,10.318671227,5.509001255,3.594261646,1.215408683,2.806300640,5.526743412,8795,72.908,3.995653936
Latin America and the Caribbean,Peru,2010,M,99.989997864,84.756568909,41.047050476,1.308679938,25.781509399,17.247055054,55.277290344,43.523357391,17.632522583,14.362261772,9.659461021,5.630092621,3.389473200,0.639895618,2.627272129,5.222858906,9727,74.41,3.797474082
Latin America and the Caribbean,Peru,1990,MF,100,42,35.599998474,12.608150482,34.944458008,9.210494995,32.992057800,17.826362610,19.455335617,14.015929222,7.388628960,4.303736687,2.415467501,0.669425309,2.093553543,4.725972652,12585,66.165,4.232323411
Latin America and the Caribbean,Peru,1995,MF,91,63,31.100000381,10.620147705,30.663253784,7.798814774,37.159248352,25.255470276,21.557350159,16.287656784,8.089539528,4.554868221,2.777771235,0.756899834,2.245557785,4.919277191,14147,68.903,4.963701544
Latin America and the Caribbean,Peru,2000,MF,100,80.701522827,31,7.725865841,25.384195328,11.225665092,39.074619293,24.146602631,27.815320969,21.417327881,9.046015739,5.015745163,3.045617580,0.984652936,2.470947266,5.273487091,15761,71.111,4.569351767
Latin America and the Caribbean,Peru,2005,MF,100,79.698738098,33,5.391479492,21.198549271,11.670721054,40.636653900,28.237586975,32.773319244,25.499765396,9.884024620,5.324110508,3.394452810,1.165461779,2.686938524,5.430372238,17485,72.908,3.995653936
Latin America and the Caribbean,Peru,2010,MF,100,85.895401001,43,3.243309021,28.061988831,17.636936188,51.119091034,40.087955475,17.575613022,13.561230659,9.277902603,5.460097790,3.195067883,0.622736692,2.528914690,5.135323524,19347,74.41,3.797474082
Latin America and the Caribbean,Trinidad and Tobago,1990,F,90,73,6.199999809,2.702795982,43.937641144,35.551300049,50.696617126,12.937569618,2.662946224,1.878484488,8.653982162,6.517282486,2.045870781,0.090828702,2.375952005,4.626556396,365,68.086,14.033141704
Latin America and the Caribbean,Trinidad and Tobago,1995,F,98.940002441,77.419998169,6.800000191,1.915575981,37.914665222,31.992746353,56.070785522,19.186759949,4.098975658,2.684638739,9.211599350,6.658642292,2.417284250,0.135672465,2.512202740,5.131677151,399,68.597,15.007317351
Latin America and the Caribbean,Trinidad and Tobago,2000,F,96.269744873,76.175819397,7,1.525117993,31.863554001,27.606489182,61.109409332,28.100715637,5.501919270,3.680490494,9.758683205,6.744244576,2.830790997,0.183648080,2.653470278,5.565911293,444,69.413,12.871063943
Latin America and the Caribbean,Trinidad and Tobago,2005,F,93.663375854,85.348190308,13,0.863350332,28.785255432,25.461685181,62.093238831,39.465152740,8.258156776,5.352559566,10.340971947,6.823240757,3.245517969,0.272214264,2.812565804,5.862236500,469,70.691,11.885457696
Latin America and the Caribbean,Trinidad and Tobago,2010,F,98.583671570,88.536651611,16.388616562,0.651410639,25.098688126,22.784643173,62.711940765,55.155014038,11.537961006,7.698867798,11.029020309,6.873410225,3.770874023,0.384736657,3.012896776,5.807034492,480,71.946,10.911324955
Latin America and the Caribbean,Trinidad and Tobago,1990,M,90,73,6.797194958,1.637634993,46.565364838,39.856006622,48.130897522,11.565379143,3.666102886,2.776386261,8.769567490,6.650537491,1.990180373,0.128849924,2.403573990,4.665891647,367,68.086,14.033141704
Latin America and the Caribbean,Trinidad and Tobago,1995,M,87.455833435,63.852809906,8.587245941,1.233877420,40.886772156,36.404731750,53.129123688,17.307815552,4.750227451,3.151178360,9.232993126,6.756757259,2.318208218,0.158028066,2.517582893,5.102393150,398,68.597,15.007317351
Latin America and the Caribbean,Trinidad and Tobago,2000,M,97.088462830,69.262100220,5.015316010,1.041925907,34.911869049,31.747526169,58.913673401,25.955003738,5.132525444,3.673763037,9.687109947,6.816312790,2.694670916,0.176125795,2.634546280,5.483082771,433,69.413,12.871063943
Latin America and the Caribbean,Trinidad and Tobago,2005,M,93.976257324,85.203117371,11.017310143,1.043708563,30.642564774,28.461935043,61.295833588,38.027755737,7.017892838,4.662508011,10.203408241,6.850618362,3.119182348,0.233608007,2.774140120,5.794667721,460,70.691,11.885457696
Latin America and the Caribbean,Trinidad and Tobago,2010,M,99.988357544,88.477104187,14.052828789,0.477574229,26.761362076,25.196640015,63.966396332,56.579238892,8.794666290,6.106368065,10.897157669,6.911804199,3.687332869,0.298020661,2.973428726,5.762861252,465,71.946,10.911324955
Latin America and the Caribbean,Trinidad and Tobago,1990,MF,90,73,6.5,2.168760300,45.255092621,37.693599701,49.410251617,12.239779472,3.165894985,2.313281298,8.710792542,6.583534718,2.017673731,0.109583519,2.389488220,4.645151138,732,68.086,14.033141704
Latin America and the Caribbean,Trinidad and Tobago,1995,MF,93.120002747,70.559997559,7.699999809,1.575154424,39.398853302,34.152309418,54.601799011,18.236452103,4.424192905,2.907484531,9.220272064,6.706110477,2.367527962,0.146633685,2.514382362,5.116137981,797,68.597,15.007317351
Latin America and the Caribbean,Trinidad and Tobago,2000,MF,96.684463501,72.681053162,6,1.286552310,33.368595123,29.609825134,60.025314331,27.028251648,5.319538593,3.676257849,9.721614838,6.778384209,2.763314486,0.179915875,2.643652439,5.525314331,877,69.413,12.871063943
Latin America and the Caribbean,Trinidad and Tobago,2005,MF,93.821891785,85.274902344,12,0.952655792,29.704914093,26.934434891,61.698398590,38.750354767,7.644032478,5.004730701,10.272230148,6.836347580,3.182906628,0.252975464,2.793298006,5.829651833,929,70.691,11.885457696
Latin America and the Caribbean,Trinidad and Tobago,2010,MF,99.295402527,88.506538391,15.211808205,0.565872073,25.916830063,23.946245193,63.329212189,55.856895447,10.188085556,6.904212475,10.963041306,6.891418457,3.729777336,0.341845870,2.993083477,5.785141945,945,71.946,10.911324955
Latin America and the Caribbean,Uruguay,1990,F,92,65.412727356,23.625,3.156466961,47.825836182,27.849548340,42.596656799,15.263613701,6.421039104,3.258410931,7.525983334,5.211323738,2.121070623,0.193589017,2.122507811,4.449410439,993,72.569,10.815408489
Latin America and the Caribbean,Uruguay,1995,F,95,71.873245239,34.099998474,2.504749537,46.427818298,28.129512787,48.997787476,18.913658142,2.069648027,1.103082895,7.525743008,5.300765991,2.161522388,0.063454680,2.122456789,4.344341755,1028,73.62,13.007905132
Latin America and the Caribbean,Uruguay,2000,F,100,94.171325684,44,1.654099584,41.611949921,30.551662445,49.787570953,18.400634766,6.946382999,3.252827883,8.235359192,5.568945408,2.462429047,0.203983992,2.278542280,4.763826370,1059,74.731,16.528897743
Latin America and the Caribbean,Uruguay,2005,F,100,91.808341980,58,0.645667851,38.953990936,31.873140335,49.981510162,20.167499542,10.418833733,5.673632145,8.800283432,5.748834610,2.729600191,0.321849227,2.410968065,5.103667736,1097,75.826,16.109816758
Latin America and the Caribbean,Uruguay,2010,F,100,78.961715698,80,0.466898441,38.412601471,32.593196869,51.217842102,22.898286819,9.902656555,5.289918900,8.918898582,5.797403812,2.817643166,0.303851545,2.439736128,5.160717010,1140,76.75,16.249135716
Latin America and the Caribbean,Uruguay,1990,M,90.038330078,62.916790009,36.569892883,3.517922640,45.396217346,25.276985168,36.499935150,11.176197052,14.585927010,6.142081261,7.905347347,5.185348034,2.305439472,0.414560139,2.204575062,4.786807060,947,72.569,10.815408489
Latin America and the Caribbean,Uruguay,1995,M,95,58.253143311,24.797767639,2.662917376,41.218402863,24.243246078,33.986564636,11.057076454,22.132110596,10.256917953,8.657985687,5.330970287,2.679235935,0.647780418,2.376903534,5.234636307,990,73.62,13.007905132
Latin America and the Caribbean,Uruguay,2000,M,98.629981995,76.820495605,24.306932449,1.672872663,43.061462402,31.694135666,40.504741669,12.820638657,14.760922432,7.224413872,8.483731270,5.558607578,2.485416889,0.439706564,2.335843563,5.012413979,1021,74.731,16.528897743
Latin America and the Caribbean,Uruguay,2005,M,99.989997864,88.516365051,32.326232910,0.702821672,45.756481171,37.010238647,47.206172943,16.910154343,6.334523201,3.182433367,8.189343452,5.695443153,2.303561211,0.190339088,2.268081665,4.678972244,1068,75.826,16.109816758
Latin America and the Caribbean,Uruguay,2010,M,99.989997864,75.310401917,46.481456757,0.592667401,44.923297882,37.400085449,48.335475922,18.790159225,6.148558140,3.032850027,8.305054665,5.738743782,2.382682562,0.183628246,2.294478178,4.752501011,1118,76.75,16.249135716
Latin America and the Caribbean,Uruguay,1990,MF,91,64.149406433,30.100000381,3.332909346,46.639831543,26.585859299,39.620578766,13.187330246,10.406682968,4.715399265,7.709486485,5.198406219,2.208637953,0.302441597,2.161816120,4.619288921,1940,72.569,10.815408489
